trace_id,session_id,participant_code,scenario_code,evaluation_mode,user_question,normalized_question,final_answer,fallback_triggered,fallback_reason,answer_status,rewritten_queries,detected_terms,expanded_terms,intent,intent_confidence,clarification_used,total_latency_ms,retrieval_latency_ms,graph_latency_ms,acif_latency_ms,llm_latency_ms,output_verification_latency_ms,model_used,input_tokens,output_tokens,estimated_cost,error_message,created_at
f18c34e5-b95a-470e-b2d3-31c7f8a8c2e5,25839fed-087b-4925-bf0b-8999153992fd,,gold_qa:Q010,t,Apa syarat nilai rapor dan tinggi badan untuk SPMB Prestasi jurusan Kebidanan dan Keperawatan?,apa syarat nilai rapor dan tinggi badan untuk spmb prestasi jurusan kebidanan dan keperawatan,"Berdasarkan pedoman resmi, berikut adalah persyaratan nilai rapor dan tinggi badan untuk Seleksi Penerimaan Mahasiswa Baru (SPMB) Jalur Prestasi di Poltekkes Kemenkes Yogyakarta untuk Jurusan Kebidanan dan Keperawatan:

*   **Nilai Rapor**: Calon pendaftar harus memiliki nilai rapor minimal **70 (tujuh puluh)** untuk semua mata pelajaran, yang dihitung dari semester I sampai dengan semester V.
*   **Tinggi Badan**: Persyaratan tinggi badan untuk Jurusan Kebidanan dan Keperawatan adalah sebagai berikut:
    *   **Laki-laki**: Minimal **155 cm**.
    *   **Perempuan**: Minimal **150 cm**.

Sebagai catatan, untuk jurusan lainnya, persyaratan tinggi badan minimal adalah 145 cm.

(Sumber: PEDOMAN SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) PRESTASI T.A. 2026/2027)",f,,verified,"[""apa syarat nilai rapor dan tinggi badan untuk spmb prestasi jurusan kebidanan dan keperawatan"", ""apa syarat nilai rapor dan tinggi badan untuk spmb seleksi penerimaan mahasiswa baru prestasi jurusan kebidanan dan keperawatan"", ""persyaratan seleksi penerimaan mahasiswa baru"", ""apa syarat nilai rapor dan tinggi badan untuk spmb prestasi jurusan kebidanan dan keperawatan persyaratan""]","[""spmb"", ""persyaratan""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",requirement,0.9,f,8726,12,55,20,6746,1868,google/gemini-2.5-pro,4332,601,0,,2026-07-14 06:17:51.711247+00
2c619dec-8943-4e64-b7b5-0455347b13fa,e49d13c1-a12f-43f4-8447-bedbe01c243c,,gold_qa:Q012,t,Bagaimana sistem penilaian skor prestasi non-akademik pada SPMB Prestasi?,bagaimana sistem penilaian skor prestasi non akademik pada spmb prestasi,"Berdasarkan informasi resmi yang tersedia, sistem penilaian skor untuk prestasi non-akademik pada Seleksi Penerimaan Mahasiswa Baru (SPMB) Jalur Prestasi di Poltekkes Kemenkes Yogyakarta adalah sebagai berikut:

**1. Prestasi Non-Akademik**
Penilaian diberikan untuk prestasi di bidang Bahasa Inggris/lainnya, olahraga dan seni, keagamaan, pramuka, dan paskibraka. Skor yang diberikan berdasarkan tingkat pencapaian:
*   **Internasional**: 100 poin
*   **Nasional**: 80 poin
*   **Regional**: 60 poin
*   **Propinsi**: 40 poin
*   **Kabupaten/Kota**: 20 poin

**2. Prestasi Hafidz / Hafidzah (Penghafal Al-Qur'an)**
Penilaian khusus diberikan bagi penghafal Al-Qur'an dengan rincian skor sebagai berikut:
*   **30 juz**: 100 poin
*   **20 juz**: 80 poin
*   **15 juz**: 60 poin
*   **10 juz**: 40 poin
*   **5 juz**: 20 poin

Nilai akhir akan dihitung menggunakan rumus pembobotan yang menggabungkan nilai-nilai tersebut dengan komponen penilaian lainnya.

(Sumber: PEDOMAN SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) PRESTASI T.A. 2026/2027)",f,,verified,"[""bagaimana sistem penilaian skor prestasi non akademik pada spmb prestasi"", ""bagaimana sistem penilaian skor prestasi non akademik pada spmb seleksi penerimaan mahasiswa baru prestasi""]","[""spmb""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",unknown,0.3,f,7339,5,0,5,7306,0,google/gemini-2.5-pro,4387,725,0,,2026-07-14 06:17:52.764888+00
6346a7a0-642f-4819-bc02-f0a9dab07ecf,d1735f56-c83a-4bd5-8751-032436241718,,gold_qa:Q014,t,Apa syarat yang harus dipenuhi mahasiswa baru terkait fasilitas kesehatan sebelum PKKMB pada SPMB Mandiri Profesi?,apa syarat yang harus dipenuhi mahasiswa baru terkait fasilitas kesehatan sebelum pkkmb pada spmb mandiri profesi,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""apa syarat yang harus dipenuhi mahasiswa baru terkait fasilitas kesehatan sebelum pkkmb pada spmb mandiri profesi"", ""apa syarat yang harus dipenuhi mahasiswa baru terkait fasilitas kesehatan sebelum pkkmb pada spmb seleksi penerimaan mahasiswa baru mandiri profesi"", ""persyaratan seleksi penerimaan mahasiswa baru"", ""apa syarat yang harus dipenuhi mahasiswa baru terkait fasilitas kesehatan sebelum pkkmb pada spmb mandiri profesi persyaratan""]","[""spmb"", ""persyaratan""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",requirement,0.9,f,5039,16,60,8,4928,0,google/gemini-2.5-pro,3977,362,0,,2026-07-14 06:17:58.305806+00
176aa3e3-1b24-495a-b8bc-be045ba92abe,a5849393-f402-41e1-b8ad-3a186396dbb5,,gold_qa:Q015,t,Kapan dan di mana pelaksanaan ujian CBT SPMB Mandiri Reguler SMA tahun akademik 2026/2027?,kapan dan di mana pelaksanaan ujian cbt spmb mandiri reguler sma tahun akademik 2026 2027,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""kapan dan di mana pelaksanaan ujian cbt spmb mandiri reguler sma tahun akademik 2026 2027"", ""kapan dan di mana pelaksanaan ujian cbt spmb seleksi penerimaan mahasiswa baru mandiri reguler sma tahun akademik 2026 2027"", ""jadwal seleksi penerimaan mahasiswa baru"", ""kapan dan di mana pelaksanaan ujian cbt spmb mandiri reguler sma tahun akademik 2026 2027 jadwal""]","[""spmb"", ""jadwal""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",schedule,0.9,f,4999,15,47,5,4906,0,google/gemini-2.5-pro,2981,390,0,,2026-07-14 06:17:59.424502+00
5571abe7-e272-4a9c-a061-030c74382556,a867c214-2397-47fb-93eb-2b3e97cdeb9d,,gold_qa:Q013,t,Apa saja jadwal her-registrasi dan tahapan penting SPMB Mandiri Profesi tahun akademik 2026/2027?,apa saja jadwal her registrasi dan tahapan penting spmb mandiri profesi tahun akademik 2026 2027,"Berdasarkan pengumuman hasil seleksi tahap akhir, berikut adalah jadwal dan tahapan penting bagi calon mahasiswa baru yang lulus SPMB Jalur Mandiri Program Studi Pendidikan Profesi Tahun Akademik 2026/2027:

1.  **Pengumuman Hasil Seleksi Tahap III (Akhir)**:
    *   Hasil seleksi ditetapkan pada hari **Jumat Legi, 10 April 2026**.
    *   Informasi resmi hanya disampaikan melalui laman **https://spmb.poltekkesjogja.ac.id/**. Peserta dapat melihat hasil dengan memasukkan Nomor Pendaftaran di tab ""Pengumuman"" atau melihat file pengumuman di tab ""Informasi"".

2.  **Daftar Ulang**:
    *   Calon mahasiswa baru yang dinyatakan lulus **DIWAJIBKAN** melakukan daftar ulang.
    *   Jadwal pembayaran untuk daftar ulang adalah pada tanggal **13-16 April 2026**.

3.  **Kewajiban Pembayaran**:
    *   Pembayaran dilakukan menggunakan **Virtual Account BNI** yang dapat diakses melalui akun pendaftaran SPMB masing-masing.
    *   Rincian pembayaran yang harus dilunasi adalah:
        *   **Uang Kuliah Tunggal (UKT)**: Berdasarkan PMK Nomor 55/PMK.05/2021 dan SK Direktur Poltekkes Kemenkes Yogyakarta Nomor HK.02.03/F.XIX/1421/2026.
        *   **Biaya Seragam**: Mencakup kain seragam, jas laboratorium, dan jas almamater, berdasarkan SK Direktur Poltekkes Kemenkes Yogyakarta Nomor HK.02.03/F.XIX/1419/2026.

(Sumber: Hasil Seleksi Tahap III SPMB Profesi 2026)",f,,verified,"[""apa saja jadwal her registrasi dan tahapan penting spmb mandiri profesi tahun akademik 2026 2027"", ""apa saja jadwal her registrasi dan tahapan penting spmb seleksi penerimaan mahasiswa baru mandiri profesi tahun akademik 2026 2027"", ""jadwal seleksi penerimaan mahasiswa baru"", ""apa saja jadwal her registrasi dan tahapan penting spmb mandiri profesi tahun akademik 2026 2027 pendaftaran""]","[""spmb"", ""pendaftaran"", ""jadwal""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",schedule,0.9,f,11143,23,59,5,8564,2469,google/gemini-2.5-pro,4330,816,0,,2026-07-14 06:18:01.009776+00
56ec1c14-57f7-4cb8-b5e3-7330ba808dcc,fddc6465-6cc1-4957-a1fc-89f80859339e,,gold_qa:Q016,t,Apa konsekuensi bagi peserta yang melanggar tata tertib saat ujian CBT SPMB?,apa konsekuensi bagi peserta yang melanggar tata tertib saat ujian cbt spmb,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""apa konsekuensi bagi peserta yang melanggar tata tertib saat ujian cbt spmb"", ""apa konsekuensi bagi peserta yang melanggar tata tertib saat ujian cbt spmb seleksi penerimaan mahasiswa baru""]","[""spmb""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",unknown,0.3,f,5577,6,0,4,5549,0,google/gemini-2.5-pro,4217,414,0,,2026-07-14 06:18:03.90262+00
82928770-5aa0-443c-a522-42da112c87ea,fb8bdae4-d29c-4518-85c5-9f848ff6caf0,,gold_qa:Q017,t,Apakah peserta ujian CBT SPMB diperbolehkan membawa barang berharga ke ruang ujian?,apakah peserta ujian cbt spmb diperbolehkan membawa barang berharga ke ruang ujian,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""apakah peserta ujian cbt spmb diperbolehkan membawa barang berharga ke ruang ujian"", ""apakah peserta ujian cbt spmb seleksi penerimaan mahasiswa baru diperbolehkan membawa barang berharga ke ruang ujian"", ""biaya seleksi penerimaan mahasiswa baru""]","[""spmb""]","[""seleksi penerimaan mahasiswa baru"", ""pmb"", ""penerimaan mahasiswa baru"", ""seleksi mahasiswa baru""]",fee,0.9,f,6036,360,0,4,5654,0,google/gemini-2.5-pro,3955,413,0,,2026-07-14 06:18:05.482176+00
5acb4733-2948-4b1f-9934-3d76ff2341ec,175f9d88-ea75-430d-8570-b2b7d73f14d6,,gold_qa:Q018,t,Kapan periode KRS (Kartu Rencana Studi) semester genap dibuka?,kapan periode krs kartu rencana studi semester genap dibuka,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""kapan periode krs kartu rencana studi semester genap dibuka"", ""jadwal kartu rencana studi"", ""kapan periode krs kartu rencana studi semester genap dibuka jadwal""]","[""krs"", ""jadwal""]","[""kartu rencana studi"", ""rencana studi""]",schedule,0.9,f,5431,12,57,7,5335,0,google/gemini-2.5-pro,3613,412,0,,2026-07-14 06:18:07.903547+00
f7f06e04-1d6d-403d-8c8a-8281aa548540,0969c6e3-f536-4aa1-a3e2-b0328ca7b5ec,,gold_qa:Q019,t,Apa saja mata kuliah wajib pada semester pertama Program Studi Keperawatan?,apa saja mata kuliah wajib pada semester pertama program studi keperawatan,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""apa saja mata kuliah wajib pada semester pertama program studi keperawatan"", ""persyaratan persyaratan"", ""apa saja mata kuliah wajib pada semester pertama program studi keperawatan persyaratan""]","[""persyaratan""]",[],requirement,0.6,f,5616,7,52,56,5476,0,google/gemini-2.5-pro,2974,411,0,,2026-07-14 06:18:09.540385+00
48c43b44-ccbf-4ddf-b892-f6858ea63559,83b29e62-ba21-4185-b6fb-def164ad4fd2,,gold_qa:Q020,t,Bagaimana ketentuan cuti akademik bagi mahasiswa aktif Poltekkes Kemenkes Yogyakarta?,bagaimana ketentuan cuti akademik bagi mahasiswa aktif poltekkes kemenkes yogyakarta,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""bagaimana ketentuan cuti akademik bagi mahasiswa aktif poltekkes kemenkes yogyakarta"", ""persyaratan persyaratan"", ""bagaimana ketentuan cuti akademik bagi mahasiswa aktif poltekkes kemenkes yogyakarta persyaratan""]","[""persyaratan""]",[],requirement,0.9,f,4968,7,0,6,4933,0,google/gemini-2.5-pro,3320,398,0,,2026-07-14 06:18:10.468238+00
5ee3a82b-3426-4cb1-8ddf-7aceebcd6105,5f2e8abf-cdc3-4bd1-8386-8c2d709717d3,,gold_qa:Q021,t,Bagaimana prosedur pengajuan surat keterangan aktif kuliah?,bagaimana prosedur pengajuan surat keterangan aktif kuliah,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""bagaimana prosedur pengajuan surat keterangan aktif kuliah"", ""prosedur alur penerimaan mahasiswa baru poltekkes""]",[],[],procedure,0.9,f,4922,5,0,10,4882,0,google/gemini-2.5-pro,3582,335,0,,2026-07-14 06:18:12.867624+00
022bbbd0-60da-4e9d-8118-1356559dc6fe,19a0c27c-96a4-4ee9-9ac2-756516d54fff,,gold_qa:Q022,t,Apa syarat pengajuan Kartu Tanda Mahasiswa (KTM) pengganti yang hilang?,apa syarat pengajuan kartu tanda mahasiswa ktm pengganti yang hilang,Informasi ini tidak tersedia dalam sumber resmi yang kami muat saat ini.,t,llm_stated_not_in_sources,insufficient_context,"[""apa syarat pengajuan kartu tanda mahasiswa ktm pengganti yang hilang"", ""persyaratan persyaratan"", ""apa syarat pengajuan kartu tanda mahasiswa ktm pengganti yang hilang persyaratan""]","[""persyaratan""]",[],requirement,0.9,f,4538,11,61,8,4439,0,google/gemini-2.5-pro,2995,395,0,,2026-07-14 06:18:14.10816+00
