id,trace_id,chunk_id,document_id,document_version_id,document_title,page_number,chunk_type,retrieval_source,retrieval_rank,retrieval_score,selected_for_context,rejected_reason,metadata_json,created_at
76c17dc5-b58f-4a3f-80ff-b8e6e742fea4,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,c9087ffd-6add-407b-be8d-88f2f65bbaab,da6fb24e-c81b-4a47-9c3c-4a77c6d6d14e,,Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026,,text,vector,1,0,t,,"{""chunk_id"": ""c9087ffd-6add-407b-be8d-88f2f65bbaab"", ""document_id"": ""da6fb24e-c81b-4a47-9c3c-4a77c6d6d14e"", ""document_title"": ""Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026"", ""document_type"": ""Pedoman"", ""page"": -1, ""section"": """", ""chunk_index"": 0, ""status"": ""approved"", ""content"": ""PENGUMUMAN Nomor: KH.01.01/F.XIX/3604/2026 TATA TERTIB PELAKSANAAN UJIAN CBT SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI REGULER SMA POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026/2027 (RABU PON, 17 JUNI 2026 \u2013 SABTU PON, 20 JUNI 2026) Bersama ini disampaikan Tata Tertib Pelaksanaan Ujian CBT SPMB Mandiri Reguler SMA Tahun Akademik 2026/2027 sebagai berikut : A. Breefing 1. Seluruh peserta wajib mengikuti breefing pada hari Senin Pon, 15 Juni 2026 pukul 10.00 WIB secara daring. 2. Link zoom akan dikirim melalui Email masing-masing peserta oleh Panitia Lokal (apabila email belum masuk bisa cek di spam email), jika kapasitas zoom tidak cukup dapat mengikuti melalui canel Youtube 3. Link lengkap informasi lainnya dapat dilihat pada link berikut: http://s.kemkes.go.id/spmb-mandiri-sma-2026 B. Ketentuan Khusus 1. Bagi peserta yang sedang sakit diwajibkan menggunakan masker 2. Pemeriksaan peserta sebelum masuk ruang ujian menggunakan metal detector C. Kehadiran: 1. Peserta hadir di lokasi ujian 60 menit sebelum waktu pelaksanaan ujian untuk melakukan registrasi dan pencatatan lainnya 2. Peserta memasuki ruang CBT 30 menit sebelum waktu ujian berlangsung 3. Ujian akan dilaksanakan selama 90 menit dengan jumlah soal 70 4. Peserta mengenakan pakaian lengan panjang (sopan, rapi, dan bersepatu) 5. Membawa alat sholat dan keperluan pribadi 6. Tidak diperkenankan menggunakan a. Kaos oblong, berbahan jeans (baju/celana/rok jeans/kudorai dan sejenisnya), b. Sendal jepit atau sandal dalam bentuk dan model apapun D. Peserta wajib membawa : 1. Setiap peserta wajib membawa kartu peserta ujian CBT SPMB Mandiri Reguler SMA 2026 2. Peserta harus menunjukkan bukti identitas (ktp/sim/paspor) asli/ identitas lain yang ada fotonya ditunjukkan kepada pengawas 3. Peserta diwajibkan membawa pensil ke Ruang CBT 4. Pas foto yang ditempel sama dengan foto yang terdapat di aplikasi ujian (apabila foto tidak muncul pada kartu ujian) E. Peserta ujian dilarang membawa barang ini ke ruang karantina dan ruang ujian 1. HP / Laptop / Tablet 2. Jam tangan 3. Kalkulator 4. Alat perekam / kamera 5. Barang elektronik yg memiliki perangkat penyimpanan 6. Alat tulis, kecuali pensil 7. Buku referensi, catatan atau kertas 8. Tas / Koper 9. Rokok / Korek / Pemantik Api 10.Makanan & Minuman F. Alat komunikasi: 1. Seluruh alat komunikasi harus dimatikan dan disimpan ditempat yang telah disediakan oleh panitia pelaksana 2. Seluruh barang-barang termasuk buku, catatan atau tas peserta, dikumpulkan di tempat yang telah disediakan oleh panitia ujian (ruang penitipan barang) 3. Peserta dihimbau untuk tidak membawa barang berharga yang tidak diperlukan untuk pelaksanaan ujian G. Penunjuk waktu: Penunjuk waktu tersedia di layar monitor, sehingga peserta tidak perlu membawa atau menggunakan arloji/jam tangan H. Pelaksanaan ujian: 1. Username dan password peserta akan diberikan pada saat akan memasuki ruang ujian 2. Peserta diminta memperhatikan aba-aba atau petunjuk pengawas 3. Peserta tidak diperkenankan menggunakan/mengoperasikan Work Station sampai diinstruksikan oleh pengawas 4. Peserta hanya diperkenankan menandatangani dokumen dengan""}",2026-07-24 14:56:31.498625+00
4e785f11-56f1-4952-a373-79469686461d,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,574e4a06-e765-4eb0-94de-c03b2bde7e64,da6fb24e-c81b-4a47-9c3c-4a77c6d6d14e,,Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026,,text,vector,2,0.5070463700000001,t,,"{""chunk_index"": 1, ""document_title"": ""Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026"", ""document_id"": ""da6fb24e-c81b-4a47-9c3c-4a77c6d6d14e"", ""status"": ""approved"", ""chunk_id"": ""574e4a06-e765-4eb0-94de-c03b2bde7e64"", ""token_count"": 500, ""document_type"": ""Pedoman"", ""page"": -1, ""section"": """", ""content"": ""Peserta dihimbau untuk tidak membawa barang berharga yang tidak diperlukan untuk ujian, dengan penunjuk waktu tersedia di layar monitor. Pelaksanaan ujian meliputi pemberian *username* dan *password* saat memasuki ruang ujian, larangan mengoperasikan *Work Station* tanpa instruksi pengawas, penandatanganan dokumen dan daftar hadir dengan pulpen yang disediakan pengawas, serta larangan meninggalkan ruang ujian tanpa izin pengawas, kecuali untuk ke toilet tanpa penambahan waktu. Peserta tidak diperkenankan meninggalkan ruangan 10 menit sebelum ujian berakhir dan harus meninggalkan ruangan bersama-sama setelah aba-aba pengawas. Ujian berlangsung selama 90 menit dengan 70 soal, penilaiannya adalah Benar: +1, Salah: -0, Kosong: 0, dan tidak ada koreksi soal selama ujian. Peserta dapat melaporkan soal yang tidak tepat kepada pengawas untuk dicatat. Sebelum meninggalkan ruang ujian, peserta mengembalikan *username* dan *password* kepada pengawas. Peserta diperbolehkan membawa air putih dalam botol transparan dan obat-obatan pribadi yang dititipkan kepada pengawas lokal. Peralatan yang tidak diperkenankan akan diambil dan dicatat. Jawaban akan langsung terekam sebagai jawaban valid, termasuk yang bertanda ragu-ragu. Pelanggaran tata tertib akan dicatat dan dapat mengakibatkan peserta tidak diperkenankan mengikuti ujian. Dokumen ini ditandatangani secara elektronik oleh Direktur Politeknik Kesehatan Yogyakarta, Dr. Iswanto, S.Pd, M.Kes, pada 12 Juni 2026. Kementerian Kesehatan tidak menerima suap atau gratifikasi.""}",2026-07-24 14:56:31.498625+00
de3e02d5-f359-4dd4-a6e9-9af98f929c6a,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,b6bcea3d-03f9-4b8f-a21e-4d954067cdf1,da6fb24e-c81b-4a47-9c3c-4a77c6d6d14e,,Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026,,text,vector,3,0.51111656,t,,"{""document_id"": ""da6fb24e-c81b-4a47-9c3c-4a77c6d6d14e"", ""document_title"": ""Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026"", ""token_count"": 111, ""section"": """", ""chunk_index"": 2, ""chunk_id"": ""b6bcea3d-03f9-4b8f-a21e-4d954067cdf1"", ""page"": -1, ""status"": ""approved"", ""document_type"": ""Pedoman"", ""content"": ""Pelanggaran tata tertib akan dicatat dalam Berita Acara Pelaksanaan Ujian dan peserta yang melanggar tidak diperkenankan mengikuti ujian. Dokumen ini ditandatangani secara elektronik oleh Direktur Politeknik Kesehatan Yogyakarta, Dr. Iswanto, S.Pd, M.Kes, dengan NIP 197009131993031001 pada 12 Juni 2026. Kementerian Kesehatan tidak menerima suap atau gratifikasi, dan pelaporan dapat dilakukan melalui HALO KEMENKES 1500567 atau https://wbs.kemkes.go.id. Verifikasi tanda tangan elektronik dapat dilakukan di https://tte.komdigi.go.id/verifyPDF, dengan sertifikat elektronik yang diterbitkan oleh Balai Besar Sertifikasi Elektronik (BSrE), Badan Siber dan Sandi Negara (BSSN).""}",2026-07-24 14:56:31.498625+00
78b36108-50f1-45d5-9823-618fcf71203f,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,da606e7b-505a-4738-8180-682777c038a2,a24235d6-b31f-4112-a8f5-bde31a3b5ccc,,PEDOMAN SPMB JALUR MANDIRI STR RPL 2026,,text,vector,4,0.67911685,t,,"{""page"": -1, ""chunk_index"": 23, ""status"": ""approved"", ""section"": ""D. Kelengkapan Berkas"", ""chunk_id"": ""da606e7b-505a-4738-8180-682777c038a2"", ""document_type"": ""Pedoman"", ""document_title"": ""PEDOMAN SPMB JALUR MANDIRI STR RPL 2026"", ""token_count"": 420, ""document_id"": ""a24235d6-b31f-4112-a8f5-bde31a3b5ccc"", ""content"": ""Kriteria penilaian rekognisi mata kuliah adalah minimal 75% kesamaan capaian pembelajaran, 70-74% kesamaan akan diberikan penugasan, dan 65-69% wajib mengikuti *bridging*, dengan maksimal 70% dari total SKS yang direkognisi. Persyaratan calon peserta RPL Perolehan Kredit adalah memiliki pengalaman kerja minimal 2 tahun yang relevan dan izin dari pembina kepegawaian (ASN) atau atasan langsung (non-ASN). Persyaratan Transfer Kredit adalah belum memiliki pengalaman kerja dan telah menyelesaikan pendidikan Diploma Tiga yang sejalur. Persyaratan khusus meliputi pengisian formulir aplikasi RPL dan Asesmen Mandiri, melengkapi dokumen pendukung capaian pembelajaran, serta dokumen bukti pendukung seperti ijazah, transkrip nilai, SKPI, daftar isi capaian pembelajaran mata kuliah, dan portofolio atau daftar riwayat hidup. Untuk Perolehan Kredit, diperlukan juga sertifikat STR aktif, surat keterangan masa kerja, surat keterangan pengajaran/pelatihan bagi tenaga kesehatan, serta bukti portofolio dari capaian pembelajaran nonformal, informal, dan pengalaman kerja. Mekanisme pendaftaran dilakukan secara daring melalui www.spmb.poltekkesjogja.ac.id dengan biaya pendaftaran sebesar Rp 500.000,-.""}",2026-07-24 14:56:31.498625+00
0830277a-8a55-472c-8c92-4f9a07e67621,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,f1f22d31-3dcf-4e42-98b0-ef6f019a848b,04a2aa5a-6c70-4a2e-91df-86e39b804409,,Pedoman SPMB Mandiri Profesi 2026,,text,vector,5,0.5894403500000001,t,,"{""section"": ""E. Jadwal Pelaksanaan Jalur Mandiri Pendidikan Profesi"", ""document_type"": ""Pedoman"", ""chunk_index"": 17, ""status"": ""approved"", ""chunk_id"": ""f1f22d31-3dcf-4e42-98b0-ef6f019a848b"", ""token_count"": 499, ""page"": -1, ""document_title"": ""Pedoman SPMB Mandiri Profesi 2026"", ""document_id"": ""04a2aa5a-6c70-4a2e-91df-86e39b804409"", ""content"": ""Dokumen ini menjelaskan mekanisme pendaftaran Seleksi Penerimaan Mahasiswa Baru (SPMB) Mandiri Politeknik Kesehatan Kemenkes Yogyakarta Tahun Akademik 2026/2027 untuk Program Studi Profesi. Program studi yang dibuka pada periode ganjil adalah Profesi Bidan dan Profesi Ners. Persyaratan umum meliputi latar belakang pendidikan (DIV Kebidanan/Sarjana Terapan Kebidanan untuk Profesi Bidan, serta DIV Keperawatan/Sarjana Terapan Keperawatan/S1 Keperawatan untuk Profesi Ners), sehat jasmani dan rohani, bersedia tidak hamil selama pendidikan, dan telah menyelesaikan pendidikan Diploma Empat/Sarjana Terapan yang sejalur. Pendaftar wajib mengunggah ijazah terakhir, transkrip nilai, atau surat keterangan lulus, serta *screenshot* riwayat kuliah dari laman https://pddikti.kemdiktisaintek.go.id/ atau Surat Klarifikasi Lulusan. Pendaftaran dilakukan secara daring melalui http://spmb.poltekkesjogja.ac.id dengan biaya pendaftaran sebesar Rp 500.000,-. Kelengkapan dokumen pendaftaran yang diunggah meliputi scan asli ijazah, transkrip nilai, piagam akreditasi, surat klarifikasi lulusan, surat pernyataan sanggup menanggung biaya, surat persetujuan mengikuti pendidikan (bagi yang sudah bekerja atau menikah), surat bersedia tidak hamil (khusus pendaftar perempuan), surat keterangan tugas belajar, piagam pelatihan (jika ada), foto berwarna terbaru ukuran 4x6 cm, dan KTP/Kartu Keluarga.""}",2026-07-24 14:56:31.498625+00
b2c3d257-8c67-438d-9fb9-32a5f65902e1,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,01bf4d85-ca40-455a-8bcd-21ec29149aa6,dc8b13d6-9955-44ea-b18e-73c2bede353c,,PEDOMAN SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) PRESTASI T.A. 2026/2027,,text,vector,6,0.56961945,f,,"{""document_type"": ""Pedoman"", ""document_id"": ""dc8b13d6-9955-44ea-b18e-73c2bede353c"", ""status"": ""approved"", ""section"": """", ""document_title"": ""PEDOMAN SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) PRESTASI T.A. 2026/2027"", ""chunk_index"": 23, ""chunk_id"": ""01bf4d85-ca40-455a-8bcd-21ec29149aa6"", ""token_count"": 393, ""page"": -1, ""content"": ""Dokumen ini menjelaskan program studi DIII dan Sarjana Terapan, seperti DIII Gizi, DIII Kebidanan, Sarjana Terapan Teknologi Laboratorium Medis, dan Sarjana Terapan Gizi dan Dietetika, yang tersedia melalui SPMB Prestasi. SPMB Prestasi dibagi menjadi peminatan prestasi akademik dan minat bakat, masing-masing 50% dari kuota total. Persyaratan untuk SPMB Prestasi Kelas Reguler meliputi: Warga Negara Indonesia; siswa kelas XII SMA/MA atau SMK (jurusan kesehatan dan lainnya untuk minat bakat) pada tahun ajaran 2026/2027; nilai rapor minimal 70 untuk semua mata pelajaran (semester I-V); tinggi badan minimal 155 cm (laki-laki) dan 150 cm (perempuan) untuk Kebidanan dan Keperawatan, serta 145 cm untuk jurusan lain; sehat jasmani dan rohani (termasuk tidak buta warna dan tidak hamil bagi perempuan); surat rekomendasi dari Kepala Sekolah; lulus SMA/MA/SMK; akreditasi sekolah minimal B (C untuk DTPK/3T); dan melampirkan scan KTP/Kartu Keluarga.""}",2026-07-24 14:56:31.498625+00
2f0dbe0b-1945-410d-bf94-21e9088ca2e3,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,5f6942b1-eb1d-4492-a29b-faeacc2391e9,04a2aa5a-6c70-4a2e-91df-86e39b804409,,Pedoman SPMB Mandiri Profesi 2026,,text,vector,7,0.49179876,f,,"{""document_type"": ""Pedoman"", ""chunk_id"": ""5f6942b1-eb1d-4492-a29b-faeacc2391e9"", ""document_id"": ""04a2aa5a-6c70-4a2e-91df-86e39b804409"", ""token_count"": 409, ""document_title"": ""Pedoman SPMB Mandiri Profesi 2026"", ""page"": -1, ""status"": ""approved"", ""chunk_index"": 19, ""section"": ""K. Biaya Daftar Ulang bagi Calon Mahasiswa Baru"", ""content"": ""Kesehatan fisik, tidak menggunakan narkoba, dan tidak hamil bagi perempuan (biaya uji kesehatan Rp 600.000,-) merupakan syarat kelulusan. Penetapan kelulusan dilakukan setelah peserta lulus semua tahap dan dibuat dalam berita acara yang ditandatangani oleh Ketua Panitia Poltekkes serta diketahui oleh Direktur, dengan penentuan peserta lulus utama dan cadangan. Pengumuman calon mahasiswa baru (utama dan cadangan) dilakukan oleh Ketua Panitia Poltekkes Kemenkes Yogyakarta yang diketahui Direktur Poltekkes Kemenkes Yogyakarta. Calon mahasiswa baru yang lulus utama wajib melakukan registrasi dengan membayar biaya daftar ulang sesuai program studi dan melengkapi berkas melalui link http://spmb.poltekkesjogja.ac.id, meliputi pengisian biodata, scan ijazah, transkrip nilai, KTP, Kartu Keluarga, foto berwarna 4x6 cm latar belakang putih, bukti pembayaran daftar ulang, JKN, surat pernyataan calon mahasiswa baru, SK Tugas Belajar (jika ada), dan KITAS bagi WNA. Peserta cadangan akan melakukan pendaftaran ulang setelah ada pemberitahuan lebih lanjut. Biaya daftar ulang tercantum di http://www.poltekkesjogja.ac.id. Calon mahasiswa baru yang mengundurkan diri setelah mendaftar ulang wajib membuat surat pernyataan bermaterai Rp 10.000,- dan semua biaya daftar ulang tidak dapat dikembalikan. Dokumen pendaftaran juga mencakup Surat Klarifikasi Lulusan dari perguruan tinggi asal yang menyatakan bahwa calon mahasiswa adalah lulusan yang bukan dari Pendidikan Jarak Jauh (PJJ), Pendidikan Paruh Waktu, atau Pendidikan Hari Sabtu dan Minggu. Dokumen ini ditandatangani oleh Direktur Poltekkes Kemenkes Yogyakarta, Dr. Iswanto, S.Pd, M.Kes, NIP 197009131993031""}",2026-07-24 14:56:31.498625+00
87c585f8-9b1d-458b-b1ca-ed7ef2a77306,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,c5797441-04e4-4010-bc61-47e516cf21ca,2a7acf0a-60e8-4b6e-974e-2016b5526904,,4908 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 6 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027,,text,vector,8,0.55114105,f,,"{""chunk_index"": 32, ""token_count"": 573, ""document_type"": ""Pengumuman"", ""status"": ""approved"", ""section"": """", ""document_title"": ""4908 PENGUMUMAN HASIL SELEKSI TAHAP II (AKHIR) CADANGAN 6 SPMB BERSAMA PROGRAM STUDI DIPLOMA TIGA DAN SARJANA TERAPAN POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 2026-2027"", ""document_id"": ""2a7acf0a-60e8-4b6e-974e-2016b5526904"", ""chunk_id"": ""c5797441-04e4-4010-bc61-47e516cf21ca"", ""page"": -1, ""content"": ""Dokumen ini berisi surat pernyataan yang dibuat oleh mahasiswa Poltekkes Kemenkes Yogyakarta. Pernyataan tersebut mencakup kesediaan untuk: 1. Mengikuti, mematuhi, dan melaksanakan peraturan serta tata tertib yang berlaku di Poltekkes Kemenkes Yogyakarta. 2. Mengikuti kegiatan wajib Saka Bakti Husada, dan berpartisipasi dalam kegiatan kemahasiswaan serta lomba sesuai minat dan bakat. 3. Tidak hamil selama mengikuti pendidikan. 4. Menanggung seluruh biaya pendidikan sesuai ketentuan yang berlaku (biaya yang telah dikeluarkan tidak dapat ditarik kembali). 5. Tinggal di asrama selama 2 semester sesuai peraturan yang berlaku. 6. Menjadi peserta JKN (BPJS) dan pindah faskes ke Klinik Pratama Poltekkes Kemenkes Yogyakarta sebelum pelaksanaan PKKMB (tanggal 26 Juli 2026). 7. Tidak mengundurkan diri sebagai mahasiswa Poltekkes Kemenkes Yogyakarta di Program Studi \u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026 Jurusan \u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026\u2026 Poltekkes Kemenkes Yogyakarta. Surat pernyataan ini dibuat dengan sesungguhnya dan apabila pernyataan tidak benar, pembuat bersedia dituntut di muka pengadilan sesuai hukum yang berlaku, ditandatangani dengan materai Rp. 10000. Dokumen ini juga mencakup format surat pernyataan untuk mahasiswa perempuan dan laki-laki.""}",2026-07-24 14:56:31.498625+00
9974d82b-124c-4f86-b760-1850cef139b4,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,a1ce3390-39c3-4fb5-8e99-04d0939421df,1e05c30d-3972-42eb-9db4-f3e5d345edc0,,Pedoman SPMB Mandiri Reguler SMA Poltekkes Kemenkes Yogyakarta TA 2026-2027,,text,vector,9,0,f,,"{""chunk_id"": ""a1ce3390-39c3-4fb5-8e99-04d0939421df"", ""document_id"": ""1e05c30d-3972-42eb-9db4-f3e5d345edc0"", ""document_title"": ""Pedoman SPMB Mandiri Reguler SMA Poltekkes Kemenkes Yogyakarta TA 2026-2027"", ""document_type"": ""Pedoman"", ""page"": -1, ""section"": ""I. Pengumuman Calon Mahasiswa Baru yang Diterima"", ""chunk_index"": 21, ""status"": ""approved"", ""content"": ""Seleksi CBT 23 Juni 2026 6 Tes Toefl (Kelas Internasional) * 24 Juni 2026 7 Pelaksanaan Uji Kesehatan * 24 s/d 26 Juni 2026 8 Unggah uji kesehatan terakhir 27 Juni 2026 9 Pengumuman kelulusan akhir 30 Juni 2026 10 Registrasi dan Pemberkasan Mahasiswa baru 1 \u2013 4 Juli 2026 11 PKKMB 27-31 Juli 2026 12 Pelaksanaan Perkuliahan 3 Agustus 2026 * Jadwal tentative 14 14 F. Pelaksanaan CBT SPMB Mandiri 1. Administrasi Pemeriksaan dokumen (Kartu Peserta Ujian, KTP/SIM/Identitas lain yang terdapat foto) dilakukan pada saat ujian CBT. Apabila ditemukan ketidaksesuaian maka dinyatakan gugur dan tidak dapat mengikuti ujian CBT. 2. \nMateri Ujian CBT \nUjian CBT SPMB Mandiri Poltekkes Kemenkes Yogyakarta Tahun Akademik \n2026/2027 dilaksanakan di Gedung G Lantai 5 Poltekkes Kemenkes Yogyakarta. \nAlokasi pengerjaan soal adalah 90 menit, dengan pengaturan sesi yang tersedia \nsetiap hari sebagai berikut: \n\u25aa Sesi I: 08.00 \u2013 09.30 WIB atau 09.00 \u2013 10.30 WITA atau 10.00 \u2013 11.30 WIT \n\u25aa Sesi II: 10.30 \u2013 12.00 WIB atau 11.30 \u2013 13.00 WITA atau 12.30 -14.00 WIT \n\u25aa Sesi III: 13.30 \u2013 15.00 WIB atau 14.30 - 16.00 WITA atau 15.30 -17.00 WIT \nMateri ujian CBT berbentuk Tes Potensi Skolastik dan Literasi dimana berfokus \npada kemampuan penalaran dan pemecahan masalah calon mahasiswa. Tes \nPotensi Skolastik dan Literasi ini mengukur hal-hal sebagai berikut: \nKomponen \nSubkomponen \nJumlah \nsoal \nWaktu \nTes Potensi Skolastik \n70 butir \n90 menit \na) Kemampuan Penalaran \nUmum \nPenalaran Induktif \nPenalaran Deduktif \nPenalaran Kuantitatif \nb) Pengetahuan dan \nPemahaman Umum \n- \nc) Kemampuan Memahami \nBacaan \n- \nd) Pengetahuan Kuantitatif \n- \nTes Literasi \na) Literasi dalam Bahasa \nIndonesia \n- \nb) Literasi dalam Bahasa Inggris \n- \nc) Penalaran Matematika \n- \n 3. \nPenilaian Hasil Ujian \na. Panitia \nmelakukan \nproses \npenilaian \ndan \npemeringkatan \nhasil \nujian \nmenggunakan sistem aplikasi SPMB \nb. Penilaian Hasil Ujian didasarkan pada penilaian sebagai berikut: \nNilai mentah skolastik dan literasi ( Benar : + 1, Salah : 0 , Kosong:0 ) \n \n \nAdministrasi \nMateri Ujian CBT \nPenilaian Hasil Ujian \n \n15 \n \n15 \n \n \n \nG. Penentuan Penilaian \nKetentuan kelulusan Seleksi Sipenmaru Jalur Mandiri: \nTahap I \n: \nKelulusan berdasarkan pada kelengkapan data, berkas, dan dokumen \nTahap II \n: \nKelulusan berdasarkan hasil ujian tulis/CBT berdasarkan urutan ranking \nnilai, untuk kelas internasional ditambah berdasarkan ranking nilai Toefl. \nTahap III \n \n \n \n \n: \nKelulusan berdasarkan pada tes kesehatan yang dilakukan oleh tim \nyang ditunjuk Poltekkes Kemenkes Yogyakarta yang meliputi sehat fisik \ndan tes wawancara untuk Prodi Keperawatan dan Prodi DIII Rekam \nMedis dan Informasi Kesehatan dan menjadi penentu kelulusan. Biaya \nuji kesehatan sebesar Rp. 100.000,- (seratus ribu rupiah) \n \nH. Penetapan Kelulusan 1. Penetapan kelulusan dinyatakan setelah peserta lulus semua tahap 2. Penetapan calon mahasiswa baru Poltekkes yang diterima tersebut dibuat dalam \npengumuman yang ditandatangani oleh Ketua Panitia Poltekkes dan diketahui oleh \nDirektur. 3. Penetapan kelulusan menentukan peserta lulus utama dan peserta lulus cadangan. \n \nI. Pengumuman Calon Mahasiswa Baru yang Diterima \nKelulusan SPMB Mandiri sebagai Calon mahasiswa baru yang diterima (utama dan \ncadangan) diumumkan oleh Ketua Panitia Sipenmaru Poltekkes Kemenkes Yogyakarta \ndiketahui Direktur Poltekkes Kemenkes Yogyakarta. \n \nJ. Pendaftaran Ulang bagi Calon Mahasiswa Baru yang Diterima""}",2026-07-24 14:56:31.498625+00
2bca37a8-35b1-485a-b647-09b58f980544,2ea4573d-4f86-4dda-97d7-b2eb53da7dfb,b1017b91-34ad-45db-8050-92c834c9a269,c9135155-887e-45fb-86fa-00a673797477,,PELAKSANAAN UJIAN CBT SPMB MANDIRI PROGRAM STUDI SARJANA TERAPAN (RPL) POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 20262027 (GEL 2),,text,vector,10,0,f,,"{""chunk_id"": ""b1017b91-34ad-45db-8050-92c834c9a269"", ""document_id"": ""c9135155-887e-45fb-86fa-00a673797477"", ""document_title"": ""PELAKSANAAN UJIAN CBT SPMB MANDIRI PROGRAM STUDI SARJANA TERAPAN (RPL) POLTEKKES KEMENKES YOGYAKARTA TAHUN AKADEMIK 20262027 (GEL 2)"", ""document_type"": ""Brosur SPMB"", ""page"": -1, ""section"": """", ""chunk_index"": 3, ""status"": ""approved"", ""content"": ""PENGUMUMAN\nNOMOR KH.01.01/F.XIX/2436/2026\nPELAKSANAAN UJIAN CBT SELEKSI PENERIMAAN MAHASISWA BARU (SPMB) MANDIRI\nPROGRAM STUDI SARJANA TERAPAN (RPL) POLTEKKES KEMENKES YOGYAKARTA\nTAHUN AKADEMIK 20262027\nBersama ini disampaikan waktu pelaksanaan UJIAN CBT SPMB Mandiri Program Studi Sarjana Terapan\n(RPL) pada :\nWaktu\nRabu Legi, 29 April 2026\n12.30 s.d 16.00 WIB\nKetentuan Ujian CBT\n1. Peserta CBT adalah peserta yang telah dinyatakan lulus seleksi Tahap I\n2. Peserta mengerjakan dengan menggunakan perangkat (laptop / komputer)\n3. Peserta menyiapkan perangkat (laptop/HP) yang terhubung dengan link\nzoom yang diarahkan ke peserta dari samping dan diaktifkan kameranya\nselama ujian\n4. Peserta memastikan kelancaran perangkat (laptop/PC) dan jaringan\ninternet\n5. Jika terjadi gangguan pelaksanaan yang dikarenakan perangkat/jaringan\ntidak ada penambahan waktu\n6. User, password, dan link zoom peserta akan dikirimkan ke alamat email\nmasing masing peserta\n7. Pengaturan penggunaan zoom akan diinformasikan melalui email\nProdi\n1.\nProgram Studi Kebidanan Program Sarjana Terapan\n2.\nProgram Studi Terapi Gigi Program Sarjana Terapan\nPengumuman CBT\n30 April 2026\nDemikian untuk diketahui dan digunakan sebagaimana mestinya.\n \n \n27 April 2026\nDirektur Politeknik Kesehatan Yogyakarta,\n \nDr. Iswanto, S.Pd, M.Kes\nNIP 197009131993031001\nKementerian Kesehatan tidak menerima suap dan/atau gratifikasi dalam bentuk apapun. Jika terdapat potensi suap atau\ngratifikasi silahkan laporkan melalui HALO KEMENKES 1500567 dan https://wbs.kemkes.go.id .Untuk verifikasi keaslian\ntanda tangan elektronik, silahkan unggah dokumen pada laman https://tte.komdigi.go.id/verifyPDF.\n \nPowered by TCPDF (www.tcpdf.org)\nPowered by TCPDF (www.tcpdf.org)""}",2026-07-24 14:56:31.498625+00
